word;neg_count;pos_count;neg/tot;total
at once;0;1;0;1
finds the;0;1;0;1
following up;0;1;0;1
aching;0;1;0;1
it not very;0;1;0;1
kids but;0;1;0;1
all the more;0;1;0;1
chest;0;1;0;1
documentary can;0;1;0;1
its intended audience;0;1;0;1
and that is;0;1;0;1
compelling coming;0;1;0;1
mush;0;2;0;2
fleetingly;0;1;0;1
like they re;0;1;0;1
13 rating;0;1;0;1
as the movie;0;1;0;1
pour;0;1;0;1
abuses;0;1;0;1
campaign;0;1;0;1
notions;0;1;0;1
be poignant;0;2;0;2
from ever;0;1;0;1
holding;0;1;0;1
is more;0;2;0;2
joke at;0;1;0;1
of river;0;2;0;2
find much;0;1;0;1
good natured and;0;3;0;3
outrageously;0;1;0;1
its heart is;0;1;0;1
bent;0;1;0;1
it rare to;0;1;0;1
it rarely;0;1;0;1
and boring;0;1;0;1
falters;0;1;0;1
is plenty;0;2;0;2
its story;0;1;0;1
its story about;0;1;0;1
music to;0;1;0;1
one man;0;2;0;2
joy to;0;1;0;1
but boyd;0;1;0;1
co wrote the;0;2;0;2
killed my;0;1;0;1
is bit;0;1;0;1
is blast;0;1;0;1
is enlightening;0;1;0;1
it familiar;0;1;0;1
partly;0;2;0;2
boat;0;1;0;1
boats;0;1;0;1
forgettable that it;0;1;0;1
funny it;0;1;0;1
of thoughtful;0;1;0;1
and hard;0;1;0;1
and hardy;0;1;0;1
and beauty;0;1;0;1
can be;0;2;0;2
can be as;0;2;0;2
for fans of;0;1;0;1
his actors;0;1;0;1
patchwork;0;1;0;1
predecessor;0;2;0;2
primary;0;2;0;2
lunch;0;1;0;1
lurid;0;1;0;1
now;0;1;0;1
now and;0;1;0;1
of death in;0;1;0;1
all is the;0;2;0;2
all its;0;2;0;2
english;0;1;0;1
episode;0;2;0;2
out when;0;1;0;1
and talent;0;1;0;1
no major;0;1;0;1
page;0;1;0;1
potent;0;1;0;1
demons;0;1;0;1
of imagery and;0;1;0;1
compendium;0;1;0;1
by this;0;1;0;1
is the way;0;1;0;1
planet;0;1;0;1
do we really;0;1;0;1
its wake;0;1;0;1
nature film;0;1;0;1
of theatrical;0;1;0;1
just about the;0;1;0;1
of one man;0;1;0;1
idea;0;1;0;1
leads are;0;1;0;1
never settles;0;1;0;1
folks;0;1;0;1
believing;0;2;0;2
belly;0;1;0;1
dazzle;0;1;0;1
creative process;0;1;0;1
may find it;0;1;0;1
done that;0;3;0;3
irwin and his;0;1;0;1
it inoffensive;0;1;0;1
next generation;0;1;0;1
he had;0;2;0;2
about god;0;1;0;1
about the benjamins;0;2;0;2
acted and well;0;1;0;1
auditorium;0;1;0;1
if there;0;1;0;1
and suspense;0;1;0;1
balletic;0;3;0;3
minutes but;0;1;0;1
and his;0;1;0;1
houses;0;1;0;1
lo;0;2;0;2
one form;0;1;0;1
an avalanche;0;1;0;1
bracing;0;1;0;1
doesn have;0;1;0;1
fantasy;0;1;0;1
it holds;0;1;0;1
perfect example of;0;1;0;1
pleasurable;0;1;0;1
pleasure;0;1;0;1
formula;0;1;0;1
examines;0;1;0;1
fu;0;1;0;1
fu pictures;0;1;0;1
of just how;0;1;0;1
cooper;0;2;0;2
cop;0;2;0;2
in almost;0;1;0;1
incapable of;0;1;0;1
never heard;0;2;0;2
actually;0;1;0;1
drives;0;1;0;1
jokes about;0;1;0;1
anything resembling;0;1;0;1
appalling;0;1;0;1
apparatus;0;1;0;1
his first;0;1;0;1
makes it seem;0;2;0;2
makes it worth;0;2;0;2
dissing;0;1;0;1
is told;0;1;0;1
both sides;0;1;0;1
both sides of;0;1;0;1
cohesion;0;1;0;1
is hard to;0;1;0;1
is hardly;0;1;0;1
keep your;0;1;0;1
old boy;0;1;0;1
images but;0;1;0;1
long as;0;2;0;2
made and;0;1;0;1
and mr;0;1;0;1
and original;0;1;0;1
film since;0;1;0;1
film sits;0;1;0;1
girl;0;1;0;1
out from;0;1;0;1
paul bettany is;0;1;0;1
paul cox;0;1;0;1
master to;0;3;0;3
only so;0;1;0;1
character;0;1;0;1
damage;0;1;0;1
as they are;0;1;0;1
not to see;0;1;0;1
compliment;0;2;0;2
is otherwise;0;1;0;1
easily be;0;2;0;2
jones;0;2;0;2
american beauty;0;1;0;1
color music;0;1;0;1
in post;0;1;0;1
fifteen;0;1;0;1
female;0;1;0;1
headed;0;1;0;1
is less;0;1;0;1
is less than;0;1;0;1
parking lot;0;1;0;1
and coming;0;2;0;2
butterworth;0;1;0;1
it definitely;0;1;0;1
it delivers;0;1;0;1
kissing;0;1;0;1
languorous;0;1;0;1
none;0;1;0;1
american pie;0;1;0;1
countless other;0;1;0;1
it straight;0;1;0;1
but in trying;0;1;0;1
came up with;0;1;0;1
dickens;0;1;0;1
grave;0;1;0;1
its focus;0;1;0;1
its good;0;1;0;1
and compelling;0;1;0;1
and how it;0;2;0;2
assigned;0;2;0;2
film wasn;0;1;0;1
ian holm;0;1;0;1
leads to;0;1;0;1
middle;0;1;0;1
much an;0;1;0;1
can put;0;1;0;1
estrogen;0;1;0;1
daily grind;0;1;0;1
henry kissinger;0;2;0;2
but it is;0;2;0;2
but it isn;0;2;0;2
is funny;0;1;0;1
languid;0;1;0;1
parallels;0;1;0;1
paramount;0;1;0;1
impatiently;0;1;0;1
jersey;0;1;0;1
jesse;0;1;0;1
long and;0;1;0;1
nuances of;0;1;0;1
all means;0;1;0;1
and touching;0;1;0;1
and tragedy;0;1;0;1
detachment;0;1;0;1
emphasis;0;1;0;1
from every pore;0;1;0;1
from frame one;0;1;0;1
in originality;0;1;0;1
love story but;0;1;0;1
acted tale;0;1;0;1
around with;0;1;0;1
friendship love;0;1;0;1
phrase;0;1;0;1
crimes is;0;2;0;2
deviant;0;1;0;1
movie as whole;0;1;0;1
pretty decent;0;1;0;1
celebrates the;0;1;0;1
corpse;0;1;0;1
of romantic;0;1;0;1
of typical;0;1;0;1
of uncompromising;0;1;0;1
pompous;0;1;0;1
come from;0;1;0;1
director charles;0;1;0;1
amount;0;1;0;1
badly made;0;1;0;1
bridge is;0;1;0;1
dangers of;0;1;0;1
grow up;0;1;0;1
characterized;0;1;0;1
divine secrets of;0;1;0;1
playing;0;1;0;1
bad boy;0;1;0;1
is virtually;0;2;0;2
clashing cultures;0;1;0;1
clashing cultures and;0;1;0;1
emotions and;0;1;0;1
not so;0;1;0;1
plenty;0;1;0;1
plenty of;0;1;0;1
predicament;0;1;0;1
jarring;0;1;0;1
larky;0;1;0;1
and scored;0;1;0;1
beloved;0;1;0;1
chronicle of the;0;1;0;1
life it;0;1;0;1
absolutely no;0;1;0;1
believe it;0;1;0;1
believe it or;0;1;0;1
austin powers films;0;1;0;1
flick you;0;1;0;1
it an enjoyable;0;1;0;1
of every;0;1;0;1
fighting;0;1;0;1
between not;0;1;0;1
have hoped;0;1;0;1
in it to;0;2;0;2
nifty;0;3;0;3
be disappointed;0;2;0;2
improvise;0;1;0;1
mom and dad;0;2;0;2
have you;0;1;0;1
is utterly;0;1;0;1
except for the;0;1;0;1
find yourself;0;1;0;1
for movie to;0;3;0;3
fueled;0;1;0;1
it such;0;2;0;2
deeply;0;1;0;1
it the worst;0;1;0;1
about couple;0;1;0;1
collect;0;1;0;1
eccentricity;0;1;0;1
george clooney;0;1;0;1
intelligence that;0;1;0;1
memorable but;0;1;0;1
humorless;0;2;0;2
is movie about;0;1;0;1
brutally honest;0;2;0;2
attendant;0;1;0;1
attending;0;1;0;1
experiencia;0;1;0;1
experiment;0;1;0;1
not for the;0;3;0;3
people who take;0;1;0;1
has something to;0;1;0;1
director;0;1;0;1
fallen;0;1;0;1
film is an;0;1;0;1
need the;0;1;0;1
orbits;0;1;0;1
orchard;0;1;0;1
power;0;1;0;1
might;0;1;0;1
films have;0;1;0;1
at times too;0;1;0;1
familiar;0;2;0;2
monsoon;0;1;0;1
big trouble;0;1;0;1
cat;0;1;0;1
holofcener;0;1;0;1
hoped;0;2;0;2
implies;0;1;0;1
lane;0;1;0;1
been to;0;1;0;1
chaplin;0;1;0;1
gut;0;1;0;1
improve;0;1;0;1
machine that;0;1;0;1
movies are;0;1;0;1
from little screen;0;1;0;1
not only to;0;1;0;1
discarded;0;1;0;1
freak;0;1;0;1
in real;0;1;0;1
lectures;0;1;0;1
load of;0;1;0;1
artist of;0;1;0;1
drama set;0;1;0;1
parmentier;0;2;0;2
parochial;0;1;0;1
is only;0;1;0;1
by gianni;0;1;0;1
meditation on the;0;1;0;1
actually quite;0;1;0;1
fat liar;0;2;0;2
fine;0;1;0;1
forever;0;1;0;1
ingredients;0;1;0;1
ingredients into;0;1;0;1
it on;0;1;0;1
it one;0;1;0;1
kind of way;0;1;0;1
plot is so;0;1;0;1
poverty and;0;1;0;1
before his;0;2;0;2
more than four;0;1;0;1
of whether;0;1;0;1
but take;0;1;0;1
education;0;1;0;1
everyday;0;1;0;1
is back;0;5;0;5
almost makes;0;1;0;1
articulates;0;1;0;1
chronicles;0;1;0;1
flat;0;1;0;1
head or;0;1;0;1
indians;0;1;0;1
merry;0;1;0;1
his medium and;0;1;0;1
make us care;0;1;0;1
money the;0;2;0;2
across the;0;1;0;1
complete lack of;0;1;0;1
drivel;0;1;0;1
chicago is;0;1;0;1
expressive;0;1;0;1
exquisite;0;1;0;1
and enjoy the;0;1;0;1
cautionary tale about;0;1;0;1
lily chou;0;1;0;1
memories of;0;1;0;1
of too;0;1;0;1
freddy got fingered;0;1;0;1
heart on its;0;1;0;1
inconsistencies;0;1;0;1
journey into;0;1;0;1
more challenging;0;1;0;1
piccoli;0;1;0;1
and creating;0;1;0;1
confessions of;0;1;0;1
most hard hearted;0;1;0;1
precious;0;1;0;1
precious little;0;1;0;1
is like the;0;1;0;1
it just plain;0;1;0;1
mama tambien;0;1;0;1
mamet;0;1;0;1
of genres;0;1;0;1
of genres that;0;1;0;1
club;0;1;0;1
films but;0;1;0;1
captivating and;0;1;0;1
lil bow;0;1;0;1
curious;0;2;0;2
landscape and;0;1;0;1
could change;0;1;0;1
as hard;0;1;0;1
masterpiece but;0;1;0;1
filmmaking that;0;1;0;1
of the genre;0;1;0;1
movie doesn;0;1;0;1
amor;0;1;0;1
birthday;0;1;0;1
having the;0;1;0;1
out with;0;1;0;1
about loss;0;1;0;1
charmless;0;1;0;1
linking;0;1;0;1
lint;0;1;0;1
brown;0;1;0;1
but what;0;1;0;1
cliche in;0;1;0;1
most remarkable;0;1;0;1
london;0;1;0;1
on their own;0;1;0;1
bio pic;0;1;0;1
complicated emotions;0;1;0;1
it fun;0;1;0;1
anymore;0;1;0;1
dose of;0;1;0;1
exaggerated;0;1;0;1
on the soundtrack;0;1;0;1
bourne;0;1;0;1
catholic;0;1;0;1
for movie;0;2;0;2
have passion;0;1;0;1
have no problem;0;1;0;1
is cletis tout;0;1;0;1
is clever;0;1;0;1
an energetic;0;1;0;1
an energy;0;1;0;1
gamesmanship;0;1;0;1
gamut;0;1;0;1
genre picture;0;2;0;2
anything more;0;2;0;2
baffled;0;1;0;1
enjoying;0;1;0;1
her fans;0;1;0;1
her film;0;1;0;1
obsessive;0;1;0;1
could the;0;1;0;1
discomfort;0;1;0;1
discontent;0;1;0;1
moments of;0;1;0;1
culture that;0;1;0;1
equal parts;0;3;0;3
is balanced;0;1;0;1
parts in;0;1;0;1
collapse;0;1;0;1
collapses;0;1;0;1
just enough;0;1;0;1
action;0;1;0;1
chris columbus;0;1;0;1
an acquired taste;0;1;0;1
gives this;0;1;0;1
mythic;0;1;0;1
almost everyone;0;2;0;2
it and;0;1;0;1
collectively;0;2;0;2
expose;0;1;0;1
it made;0;1;0;1
parody;0;1;0;1
its own right;0;1;0;1
iwai;0;1;0;1
jack;0;1;0;1
it ain;0;1;0;1
and relatively;0;1;0;1
and satisfying;0;1;0;1
is does not;0;1;0;1
of this well;0;1;0;1
painful to watch;0;1;0;1
poetic than;0;1;0;1
marks the;0;1;0;1
and charismatic;0;1;0;1
do they;0;1;0;1
duty and;0;1;0;1
duvall;0;1;0;1
eight crazy nights;0;1;0;1
for better;0;1;0;1
itself it;0;1;0;1
attitude;0;1;0;1
characters have;0;1;0;1
hollywood satire;0;1;0;1
make them;0;1;0;1
much of this;0;1;0;1
nicholas nickleby;0;1;0;1
of the modern;0;1;0;1
or something like;0;1;0;1
it will;0;1;0;1
film about growing;0;1;0;1
get there;0;1;0;1
get through;0;1;0;1
makes no;0;1;0;1
performance and;0;1;0;1
does leave you;0;1;0;1
does little;0;1;0;1
it becomes;0;1;0;1
aspirations to;0;1;0;1
friendship;0;1;0;1
on one;0;1;0;1
but it more;0;1;0;1
but overall;0;1;0;1
by friel;0;2;0;2
characterizations;0;1;0;1
gives it;0;1;0;1
keep this;0;1;0;1
of folks;0;1;0;1
for us;0;1;0;1
own story;0;1;0;1
paper thin;0;1;0;1
figuring;0;1;0;1
burn;0;1;0;1
despite all;0;1;0;1
despite an;0;1;0;1
american chai;0;1;0;1
are on the;0;1;0;1
artsy;0;1;0;1
great one;0;2;0;2
great performances;0;1;0;1
presence;0;1;0;1
of the original;0;1;0;1
least it;0;1;0;1
of people who;0;1;0;1
pretentious mess;0;1;0;1
academy;0;1;0;1
aficionados;0;1;0;1
and darkly funny;0;1;0;1
as interesting;0;1;0;1
it real;0;1;0;1
makes for;0;1;0;1
20;0;1;0;1
26;0;1;0;1
30;0;1;0;1
300;0;1;0;1
it has become;0;1;0;1
listen;0;1;0;1
mortality;0;1;0;1
napoleon;0;1;0;1
nod;0;1;0;1
of this or;0;1;0;1
performance that;0;1;0;1
post 11;0;1;0;1
enter;0;1;0;1
enter here;0;1;0;1
ever wondered;0;1;0;1
eyelids;0;1;0;1
glued to;0;1;0;1
hinges on;0;1;0;1
longest yard;0;1;0;1
on display;0;1;0;1
on with;0;1;0;1
else in;0;1;0;1
apparent that;0;1;0;1
doesn do;0;1;0;1
liberating;0;1;0;1
any good;0;1;0;1
good but;0;1;0;1
de las;0;1;0;1
his debut;0;1;0;1
biggest problem with;0;1;0;1
is that;0;1;0;1
of sensitive;0;1;0;1
and dare;0;2;0;2
event that;0;1;0;1
few;0;1;0;1
damaged;0;1;0;1
he makes;0;1;0;1
it haunts;0;1;0;1
it seems like;0;1;0;1
blessed with;0;1;0;1
but it grows;0;2;0;2
but it hard;0;2;0;2
leading;0;1;0;1
marine;0;1;0;1
knew;0;2;0;2
an interest in;0;2;0;2
comes through;0;1;0;1
hard to be;0;1;0;1
odor;0;1;0;1
period piece;0;1;0;1
period trappings;0;1;0;1
and parmentier;0;1;0;1
at the very;0;1;0;1
develop;0;1;0;1
be commended for;0;1;0;1
crazy but;0;1;0;1
heavy doses;0;1;0;1
of good intentions;0;1;0;1
jackson is;0;1;0;1
movies as;0;1;0;1
can do is;0;1;0;1
forgive;0;1;0;1
forgive the;0;1;0;1
cooker;0;2;0;2
discovery channel;0;1;0;1
discovery of;0;1;0;1
heidi;0;1;0;1
love triangle;0;1;0;1
intense freight train;0;1;0;1
longer;0;2;0;2
longest;0;1;0;1
on and the;0;1;0;1
hellish;0;1;0;1
his role;0;1;0;1
certain charm;0;1;0;1
for country;0;1;0;1
hard;0;1;0;1
ideas and;0;1;0;1
movie like;0;1;0;1
place it;0;1;0;1
place that;0;1;0;1
at that;0;1;0;1
convince;0;1;0;1
good dialogue;0;1;0;1
plain;0;1;0;1
posing;0;2;0;2
all of the;0;2;0;2
female friendship;0;1;0;1
feminine;0;1;0;1
neither as funny;0;1;0;1
documentary about the;0;1;0;1
gave;0;1;0;1
bow wow;0;1;0;1
conviction that;0;1;0;1
escapist;0;1;0;1
intelligence;0;1;0;1
it doesn need;0;1;0;1
family movies;0;1;0;1
obligatory;0;1;0;1
amy orgasm;0;1;0;1
illustrates;0;1;0;1
grownups;0;1;0;1
is the kind;0;1;0;1
panoramic;0;1;0;1
paul;0;1;0;1
been presented;0;1;0;1
end all;0;1;0;1
moments when;0;1;0;1
pesky;0;1;0;1
fantasy adventure;0;1;0;1
essence;0;1;0;1
can go;0;2;0;2
full;0;1;0;1
and nothing;0;1;0;1
doubt it;0;1;0;1
end you;0;1;0;1
down to earth;0;1;0;1
for instance;0;1;0;1
is diverting;0;1;0;1
above;0;1;0;1
and for the;0;1;0;1
further;0;1;0;1
manages to bring;0;1;0;1
over his;0;1;0;1
characters and;0;1;0;1
at 80 minutes;0;2;0;2
firmly believe;0;1;0;1
from elysian;0;1;0;1
ichi the killer;0;1;0;1
julie taymor;0;1;0;1
both an;0;1;0;1
in way that;0;1;0;1
message in;0;1;0;1
plausible;0;3;0;3
play;0;2;0;2
of castro;0;1;0;1
been better off;0;1;0;1
drooling;0;1;0;1
is an actress;0;1;0;1
on par;0;1;0;1
on par with;0;1;0;1
goers;0;3;0;3
how to make;0;3;0;3
lead performances;0;2;0;2
as comedy;0;1;0;1
but the most;0;1;0;1
of the greatest;0;1;0;1
angle;0;1;0;1
but at least;0;1;0;1
it brings;0;1;0;1
jeong;0;1;0;1
balkans;0;1;0;1
charisma and;0;1;0;1
emerges from;0;1;0;1
if this;0;1;0;1
emperor club;0;1;0;1
as metaphor;0;1;0;1
dashing;0;2;0;2
destroying;0;1;0;1
destruction;0;1;0;1
and captures;0;1;0;1
can save;0;1;0;1
never rises;0;1;0;1
has crafted;0;1;0;1
denis;0;1;0;1
denizens;0;1;0;1
in his;0;1;0;1
movie but;0;1;0;1
an alternately;0;1;0;1
dreck;0;1;0;1
driver;0;1;0;1
helps;0;1;0;1
bloated;0;2;0;2
but veers;0;1;0;1
for all its;0;1;0;1
is what;0;1;0;1
kline;0;1;0;1
of story;0;1;0;1
peralta;0;1;0;1
particularly;0;1;0;1
almost;0;1;0;1
an audience;0;1;0;1
edgy;0;1;0;1
everyone should be;0;2;0;2
inuit;0;1;0;1
almost enough;0;1;0;1
excursion into;0;1;0;1
endeavor;0;1;0;1
dull lifeless and;0;1;0;1
every sense of;0;1;0;1
luster;0;1;0;1
enthusiasm;0;1;0;1
one of shakespeare;0;1;0;1
others in;0;2;0;2
others may;0;1;0;1
others may find;0;1;0;1
all you;0;1;0;1
bowling for;0;1;0;1
as well;0;1;0;1
by his;0;1;0;1
for the ways;0;1;0;1
jason;0;1;0;1
alternative;0;1;0;1
holly and marina;0;1;0;1
its strengths;0;1;0;1
between them;0;1;0;1
it does so;0;1;0;1
actors involved;0;1;0;1
joyous;0;1;0;1
line between;0;1;0;1
pickup;0;1;0;1
for each;0;1;0;1
most viewers;0;1;0;1
aspects;0;1;0;1
jack nicholson;0;1;0;1
like it;0;1;0;1
but in the;0;1;0;1
costumes and;0;1;0;1
locales and;0;1;0;1
american comedy;0;1;0;1
of the camera;0;1;0;1
probes the;0;2;0;2
parts of the;0;1;0;1
develops into;0;1;0;1
depth and;0;1;0;1
adaptation is;0;1;0;1
and heart;0;1;0;1
is top;0;1;0;1
as hip;0;1;0;1
bartleby;0;1;0;1
on my;0;1;0;1
about as interesting;0;1;0;1
grace of;0;1;0;1
it has just;0;1;0;1
no reason to;0;1;0;1
hold;0;1;0;1
line the;0;1;0;1
points for;0;1;0;1
points for originality;0;1;0;1
21;0;1;0;1
has gone before;0;1;0;1
hart war;0;1;0;1
in an attempt;0;1;0;1
instead comes;0;1;0;1
it mostly;0;1;0;1
loyalty;0;1;0;1
many;0;1;0;1
over the head;0;1;0;1
an image;0;1;0;1
fun for;0;1;0;1
in every regard;0;1;0;1
it necessary;0;1;0;1
or personality;0;1;0;1
few films;0;1;0;1
issue;0;1;0;1
plot is;0;1;0;1
an ending;0;1;0;1
commercial for;0;1;0;1
drunken;0;1;0;1
if the filmmakers;0;1;0;1
in the execution;0;1;0;1
poets;0;1;0;1
an average;0;1;0;1
and crazy;0;1;0;1
cheese and;0;1;0;1
in all the;0;1;0;1
looks;0;1;0;1
misogyny;0;1;0;1
never been;0;1;0;1
an audacious;0;1;0;1
antonio;0;1;0;1
charged with;0;1;0;1
contributed;0;1;0;1
is sorely;0;1;0;1
of dragonfly;0;1;0;1
humanizing;0;1;0;1
bartlett;0;1;0;1
comically;0;2;0;2
comics;0;1;0;1
as result;0;1;0;1
as roman;0;1;0;1
even at;0;1;0;1
is one;0;1;0;1
and almost;0;1;0;1
appreciates;0;1;0;1
of humanity;0;1;0;1
and second;0;1;0;1
an hour in;0;1;0;1
like series of;0;1;0;1
afterthought;0;1;0;1
cheated;0;1;0;1
explosions and;0;1;0;1
footage is;0;1;0;1
it enough;0;1;0;1
never manages to;0;1;0;1
of its premise;0;1;0;1
comedy makes;0;1;0;1
conspiracies and;0;1;0;1
human;0;1;0;1
haphazard;0;1;0;1
built;0;1;0;1
look at one;0;1;0;1
but it may;0;1;0;1
cross country;0;1;0;1
is patient;0;1;0;1
offering;0;1;0;1
all fears is;0;1;0;1
correctness but it;0;1;0;1
imax screen;0;1;0;1
on television;0;1;0;1
itself too;0;1;0;1
an effectively;0;1;0;1
gives human;0;1;0;1
must see for;0;1;0;1
out on;0;1;0;1
overall the;0;1;0;1
has some;0;1;0;1
it appears that;0;1;0;1
am trying;0;1;0;1
are its;0;1;0;1
by some of;0;1;0;1
good at;0;1;0;1
and scenes;0;1;0;1
by young;0;1;0;1
byatt;0;1;0;1
brisk;0;1;0;1
hide;0;1;0;1
can handle;0;1;0;1
comedy doesn;0;1;0;1
not as;0;1;0;1
and all the;0;1;0;1
downright;0;1;0;1
mr deeds is;0;1;0;1
and shoot;0;1;0;1
leaks out of;0;1;0;1
price for;0;1;0;1
12;0;1;0;1
about as;0;1;0;1
black hawk;0;1;0;1
black hawk down;0;1;0;1
black hole;0;1;0;1
clockstoppers;0;1;0;1
director jay;0;1;0;1
fence;0;1;0;1
and abstract;0;1;0;1
arduous;0;1;0;1
ballistic ecks;0;1;0;1
ballistic ecks vs;0;1;0;1
ballistic is;0;1;0;1
defeated;0;1;0;1
has all;0;1;0;1
hotter;0;1;0;1
hour;0;1;0;1
is ironically;0;1;0;1
leblanc;0;1;0;1
of character and;0;1;0;1
and diggs;0;1;0;1
course for;0;1;0;1
although;0;1;0;1
absorbing look;0;1;0;1
history of the;0;1;0;1
instantly;0;1;0;1
painful;0;1;0;1
bizarre to;0;1;0;1
his most;0;1;0;1
not one;0;1;0;1
cartoonish;0;1;0;1
in almost every;0;1;0;1
mildly entertaining;0;1;0;1
is essentially;0;1;0;1
about the characters;0;1;0;1
as action;0;1;0;1
be among;0;1;0;1
hear the;0;1;0;1
is fun and;0;1;0;1
misty;0;1;0;1
animated feature;0;1;0;1
beaten;0;1;0;1
and violence;0;1;0;1
almost everything;0;1;0;1
and heart wrenching;0;1;0;1
asian;0;1;0;1
disappointingly generic;0;1;0;1
his;0;1;0;1
in by the;0;1;0;1
developed characters;0;1;0;1
illogic;0;1;0;1
in fact;0;1;0;1
badness;0;1;0;1
but fails;0;1;0;1
but fails to;0;1;0;1
heads;0;1;0;1
in the role;0;1;0;1
anything remotely;0;1;0;1
its heart and;0;1;0;1
pastel;0;1;0;1
desiccated;0;1;0;1
of wilde;0;1;0;1
have good time;0;1;0;1
it impossible;0;1;0;1
masterpiece;0;1;0;1
endlessly;0;1;0;1
know how to;0;1;0;1
on for too;0;1;0;1
are plenty of;0;1;0;1
filth;0;1;0;1
poetry in;0;1;0;1
and determined;0;1;0;1
frame of mind;0;1;0;1
looking like;0;1;0;1
never become;0;1;0;1
be considered;0;1;0;1
of energy;0;1;0;1
adventure it;0;1;0;1
demonstrates just how;0;1;0;1
in something;0;1;0;1
on america;0;1;0;1
portrays;0;1;0;1
and gets;0;1;0;1
atmospheric;0;2;0;2
but oddly;0;1;0;1
but of;0;1;0;1
of the characters;0;1;0;1
brothers and;0;1;0;1
can quite;0;1;0;1
oodles;0;1;0;1
own cleverness;0;1;0;1
calculating;0;1;0;1
distances;0;1;0;1
furious;0;1;0;1
letter;0;1;0;1
letterman;0;1;0;1
movie this is;0;1;0;1
could benefit from;0;1;0;1
feels less;0;1;0;1
an inconsistent;0;1;0;1
and too short;0;1;0;1
not easy;0;1;0;1
is poised;0;1;0;1
movie that makes;0;1;0;1
pretensions;0;1;0;1
beginning with;0;1;0;1
costume;0;1;0;1
mothman;0;1;0;1
and sharp;0;1;0;1
jonathan parker;0;1;0;1
guzman;0;1;0;1
his touch;0;1;0;1
in the dark;0;1;0;1
place but;0;1;0;1
is bad;0;1;0;1
is the first;0;1;0;1
knowledge that;0;1;0;1
mostly martha;0;1;0;1
bears and;0;1;0;1
hour running time;0;1;0;1
not notice;0;1;0;1
got;0;1;0;1
love this;0;1;0;1
love this movie;0;1;0;1
contest;0;1;0;1
are long;0;1;0;1
back at;0;1;0;1
delusions;0;1;0;1
in its narrative;0;1;0;1
plainly;0;1;0;1
avary;0;1;0;1
more than few;0;1;0;1
on character;0;1;0;1
howling;0;1;0;1
for film about;0;1;0;1
its spirit;0;1;0;1
movie proves;0;1;0;1
no frills;0;1;0;1
pokes fun at;0;1;0;1
polanski;0;1;0;1
about two;0;1;0;1
baroque;0;1;0;1
greedy;0;1;0;1
home video;0;1;0;1
but think;0;1;0;1
but this;0;1;0;1
go but;0;1;0;1
have you believe;0;1;0;1
